company,title,location,repository,category,salary,age,url
Apex Fintech Solutions,Data Analyst,"Chicago, IL",2027-AI-College-Jobs,Other,"$74,277 - $103,500",104d,https://peak6group.wd1.myworkdayjobs.com/en-US/apexfintechsolutions/job/Chicago-IL/Data-Analyst_JR104794
Home Depot,Online Data Engineer Manager,"Atlanta, GA",2027-AI-College-Jobs,Other,,105d,https://homedepot.wd5.myworkdayjobs.com/en-US/careerdepot/job/STORE-SUPPORT-CENTER-ATLANTA---9090/Online-Data-Engineer-Manager_Req174407
Pathward,Artificial Intelligence Analyst - I,Remote - USA,2027-AI-College-Jobs,Other,"$60,000 - $100,500",116d,https://job-boards.greenhouse.io/pathward/jobs/5992061004
Hyve Solutions,Business Intelligence Data Analyst,"Fremont, CA",2027-AI-College-Jobs,Other,,119d,https://synnex.wd5.myworkdayjobs.com/en-US/hyvecareers/job/Fremont-CA/Business-Intelligence-Data-Analyst_R49569
Tebra,Software Engineer 1 - Back-End,Remote in USA,SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,"$80,500 - $92,000",0d,https://job-boards.greenhouse.io/tebra/jobs/4726985005?utm_source=Simplify&ref=Simplify
Johns Hopkins Applied Physics Laboratory,Software Developer New Grad - Engagement Optimization,"Laurel, MD",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,"$85,000 (Est.)",1d,https://careers.jhuapl.edu/jobs/59510?icims=1&utm_source=Simplify&ref=Simplify
Textron,Software Engineer 1 - Electronic Systems,"Hunt Valley, Cockeysville, MD",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,,1d,https://textron.taleo.net/careersection/textron/jobdetail.ftl?job=342666&utm_source=Simplify&ref=Simplify
Huntington Ingalls Industries,Software Engineer 1 - CVN 21 Design,"Newport News, VA",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,"$69,000.00 - $86,000.00",1d,https://careers.huntingtoningalls.com/job/Newport-News-ENGINEER-SOFTWARE-1-Virg/1425127900/?ats=successfactors&utm_source=Simplify&ref=Simplify
Huntington Ingalls Industries,Software Engineer 1 - CVN 21 Design,"Newport News, VA",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,"$69,000.00 - $86,000.00",1d,https://careers.huntingtoningalls.com/job/Newport-News-ENGINEER-SOFTWARE-1-Virg/1425126300/?ats=successfactors&utm_source=Simplify&ref=Simplify
RTX,Software Engineer 1,"Cambridge, MAArlington County, Arlington, VA",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,"$62,900 USD - $119,700 USD",1d,https://globalhr.wd5.myworkdayjobs.com/fr-CA/Private_Posting_No_TMP/job/US-VA-ARLINGTON-111--1300-17Th-St-N--BBN-ARLINGTON/Software-Engineer-I--Hybrid--Arlington--VA---Cambridge--MA_01870647?utm_source=Simplify&ref=Simplify
General Motors,Entry Level Software Engineer,"Milford, MIWarren, MI",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,,1d,https://generalmotors.wd5.myworkdayjobs.com/en-CA/Careers_GM/job/Warren-Michigan-United-States-of-America/Entry-Level-Software-Engineer_JR-202618756?utm_source=Simplify&ref=Simplify
RELX,Software Engineer New Grad,"Alpharetta, GA",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,"$59,200 - $98,600",2d,https://relx.wd3.myworkdayjobs.com/en-US/relx/job/Alpharetta-GA/Tech-Accelerate-Graduate-Program---Software-Engineer--Alpharetta---June-_R117626-2?utm_source=Simplify&ref=Simplify
RELX,Software Engineer New Grad,"Alpharetta, GA",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,"$59,200 - $98,600",2d,https://relx.wd3.myworkdayjobs.com/en-US/relx/job/Alpharetta-GA/Tech-Accelerate-Graduate-Program---Software-Engineer--Alpharetta---January-_R117617-1?utm_source=Simplify&ref=Simplify
LexisNexis Risk Solutions,Software Engineer New Grad,"Alpharetta, GA",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,"$59,200 - $98,600",2d,https://relx.wd3.myworkdayjobs.com/en-US/RiskSolutions/job/Alpharetta-GA/Tech-Accelerate-Graduate-Program---Software-Engineer--Alpharetta---June-_R117626-1?utm_source=Simplify&ref=Simplify
LexisNexis Risk Solutions,Software Engineer New Grad - Risk Solutions Technology Graduate Program,"Boca Raton, FL",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,"$59,200 - $98,600",2d,https://relx.wd3.myworkdayjobs.com/en-US/RiskSolutions/job/Boca-Raton-FL/Tech-Accelerate-Graduate-Program---Software-Engineer--Boca-Raton---June-_R116023-2?utm_source=Simplify&ref=Simplify
LexisNexis Risk Solutions,Software Engineer New Grad - Risk Solutions Technology Graduate Program,"Alpharetta, GA",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,"$59,200 - $98,600",2d,https://relx.wd3.myworkdayjobs.com/en-US/RiskSolutions/job/Alpharetta-GA/Tech-Accelerate-Graduate-Program---Software-Engineer--Alpharetta---January-_R117617?utm_source=Simplify&ref=Simplify
Alation,UX Software Engineer 1 - Contractor,"Redwood City, CA",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,,2d,https://alation.wd503.myworkdayjobs.com/ExternalSite/job/USA-CA-REDWOOD-CITY/UX-Software-Engineer-I--Contractor-_R10000770?utm_source=Simplify&ref=Simplify
DefenseStorm,Junior Product Engineer - Software Engineer 1,"Alpharetta, GAAtlanta, GA",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,,4d,https://defensestorm.applytojob.com/apply/VI1cWuBKQ3/Junior-Product-Engineer-Software-Engineer-I?utm_source=Simplify&ref=Simplify
Barry-Wehmiller,Entry Level Software Engineer,"5 locations Eau Claire, WIDallas, TXRaleigh, NCSt. Louis, MODenver, CO",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,"$75,000 - $90,000",5d,https://barrywehmiller.wd1.myworkdayjobs.com/BWConfidential/job/Dallas-TX/Entry-Level-Software-Engineer_R022649?utm_source=Simplify&ref=Simplify
Sierra Nevada Corporation,Software Engineer 1,"Lone Tree, CODayton, OHPlano, TX",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,"$82,039.23 - $112,803.95",6d,https://snc.wd1.myworkdayjobs.com/snc_external_career_site/job/Lone-Tree-CO/Software-Engineer-I_R0030529?utm_source=Simplify&ref=Simplify
Sierra Nevada Corporation,Software Engineer 1,"Lone Tree, CODayton, OHPlano, TX",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,"$82,039.23 - $112,803.95",6d,https://snc.wd1.myworkdayjobs.com/snc_external_career_site/job/Lone-Tree-CO/Software-Engineer-I_R0030526?utm_source=Simplify&ref=Simplify
Garmin,Software Engineer 1 - Aviation Backend Web,"Olathe, KS",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,,6d,https://careers.garmin.com/jobs/19142?icims=1&utm_source=Simplify&ref=Simplify
True Anomaly,Software Engineer 1 New Grad - Perception,"Long Beach, CADenver, CO",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,"$75,000 (Est.)",7d,https://job-boards.greenhouse.io/trueanomalyinc/jobs/5221970007?utm_source=Simplify&ref=Simplify
Leidos,Junior Software Engineer - Intel Sector,"Laurel, MD",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,"$57,850.00 - $104,575.00",7d,https://leidos.wd5.myworkdayjobs.com/External/job/Laurel-MD/Junior-Software-Engineer_R-00190592?utm_source=Simplify&ref=Simplify
Cox Automotive,"Entry Level Software Engineer - Draper, UT","Draper, UT",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,"$74,000.00 - $111,000.00",7d,https://cox.wd1.myworkdayjobs.com/Cox_External_Career_Site_1/job/Draper-UT/Entry-Level-Software-Engineer--Draper--UT-_R202681804?utm_source=Simplify&ref=Simplify
True Anomaly,Software Engineer 1 New Grad - Spacecraft Simulation,"Long Beach, CADenver, CO",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,"$75,000 (Est.)",7d,https://job-boards.greenhouse.io/trueanomalyinc/jobs/5221555007?utm_source=Simplify&ref=Simplify
SpaceX,Software Security Engineer New Grad - Software Security - Starlink,"Hawthorne, CA",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,"$140,000.00 - $175,000.00",8d,https://boards.greenhouse.io/spacex/jobs/8724316002?utm_source=Simplify&ref=Simplify
SteerBridge,Junior Software Engineer,"Vienna, VA",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,,9d,https://jobs.lever.co/steerbridge/718b3135-d15d-4cbc-9541-1cbb8a6f5ec5/apply?utm_source=Simplify&ref=Simplify
KBR,Junior Software Engineer,"7 locations King of Prussia, PAChantilly, VASan Antonio, TXClearfield, UTColumbia, MDBeavercreek, OHEl Segundo, CA",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,"$94,300.00 - $115,200.00",9d,https://kbr.wd5.myworkdayjobs.com/KBR_Careers/job/Chantilly-Virginia/JR-Software-Engineer_R2128745?utm_source=Simplify&ref=Simplify
True Anomaly,Software Engineer 1 New Grad - QA,"Long Beach, CADenver, CO",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,"$70,000 (Est.)",11d,https://job-boards.greenhouse.io/trueanomalyinc/jobs/5219057007?utm_source=Simplify&ref=Simplify
General Dynamics Mission Systems,Software Engineer - Entry Level,"Manassas, VA",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,"$77,843.00 - $86,358.00",11d,https://careers-gdms.icims.com/jobs/74471/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify
Astrion,Junior Software Developer - Datalinks Test Flight,"Eglin AFB, FL",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,,14d,https://careers.astrion.us/jobs/24705?icims=1&utm_source=Simplify&ref=Simplify
WOOD Consulting Services,Software Engineer 0 - Entry-Level Software Engineering,"Fort Meade, MD",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,"$80,000 - $100,000",15d,https://jobs-woodcons.icims.com/jobs/14759/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify
CACI,Entry Level Software Engineer,"Annapolis Junction, MD",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,"$12,000 (Est.)",15d,https://jobs.smartrecruiters.com/NextCenturyCorporation/106031601?utm_source=Simplify&ref=Simplify
Marlabs,Entry Level Programmer Analyst 🎓,"Piscataway, NJ",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,,15d,https://jobs.smartrecruiters.com/MarlabsInc1/83216249?utm_source=Simplify&ref=Simplify
LMI,Junior Android Engineer - RFID,Remote in USA,SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,"$57,000 - $97,000",15d,https://careers-lmi.icims.com/jobs/14418/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify
General Dynamics Mission Systems,Software Engineer - Entry Level,"Scottsdale, AZ",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,"$86,300.00 - $86,300.00",16d,https://careers-gdms.icims.com/jobs/74274/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify
University Corporation for Atmospheric Research,CESM Software Engineer 1 - Computer Engineering,"Boulder, CO",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,"$66,707.00 USD - $83,383.00 USD",19d,https://ucar.wd5.myworkdayjobs.com/UCAR_Careers/job/Boulder-CO/CESM-Software-Engineer-I_REQ-2026-117-1?utm_source=Simplify&ref=Simplify
Capital Health,Product Engineer 1,"Pennington, NJ",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,"$78,769.60 - $102,960.00",19d,https://capitalhealth.wd1.myworkdayjobs.com/CapitalHealthCareers/job/Pennington-NJ/IT-Product-Engineer-I_JR110768?utm_source=Simplify&ref=Simplify
TikTok,Backend Software Engineer New Grad - Creator Strategy,"San Jose, CA",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,$128000 - $256000,20d,https://lifeattiktok.com/search/7672976491146004741?utm_source=Simplify&ref=Simplify
Lennar,Software Engineer 1,"Miami, FLIrving, TX",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,"$30,000 (Est.)",20d,https://lennar.wd1.myworkdayjobs.com/Lennar_Jobs/job/Miami-FL-Job-Posting-Location/Software-Engineer-I_R26_0000003608?utm_source=Simplify&ref=Simplify
9to9 Software Solutions,Entry Level Software Developer,"Copperhill, TN",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,,21d,https://jobs.smartrecruiters.com/9to9SoftwareSolutionsLLC/743999677188473?utm_source=Simplify&ref=Simplify
9to9 Software Solutions,Entry Level Software Developer,"Randolph AFB, TX",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,,21d,https://jobs.smartrecruiters.com/9to9SoftwareSolutionsLLC/743999674053935?utm_source=Simplify&ref=Simplify
Lennar Corporation,Software Engineer 1,"Miami, FL",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,"$30,000 (Est.)",21d,https://lennar.wd1.myworkdayjobs.com/Lennar_Jobs/job/Miami-FL-Job-Posting-Location/Software-Engineer-I_R26_0000003523?utm_source=Simplify&ref=Simplify
ASSA ABLOY,Product Engineer 1,"Mason City, IA",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,,21d,https://assaabloy.jobs2web.com/job/Mason-City-Product-Engineer-I-IA-50401/1425404233/?ats=successfactors&utm_source=Simplify&ref=Simplify
Cummins,Software Engineer 1,"Columbus, IN",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,,23d,https://fa-espx-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/2435081?utm_source=Simplify&ref=Simplify
InterImage,Software Engineer 0,"Fort Meade, MD",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,"$50,000 (Est.)",26d,https://apply.workable.com/interimage/j/35ED59E021/apply?utm_source=Simplify&ref=Simplify
ByteDance,Backend Inference Runtime Engineer New Grad - AML Inference,"San Jose, CA",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,$128000 - $256000,27d,https://jobs.bytedance.com/en/position/7669789046777940229/detail?utm_source=Simplify&ref=Simplify
Textron,Software Engineer 1 - Sea Systems,"Sparks, MD",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,,1mo,https://textron.taleo.net/careersection/textron/jobdetail.ftl?job=341975&utm_source=Simplify&ref=Simplify
Motorola,Junior Software Engineer - AI Agent Platform,"Alberta, CanadaRemote in Canada",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,,1mo,https://motorolasolutions.wd5.myworkdayjobs.com/Careers/job/Ontario-Remote-Work/Junior-Software-Engineer--AI-Agent-Platform_R66146?utm_source=Simplify&ref=Simplify
Palantir,Software Engineer New Grad - Defense,NYC,SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,,2mo,https://jobs.lever.co/palantir/0a838e66-1ab0-4fc4-b4d3-4671c0352278/apply?utm_source=Simplify&ref=Simplify
Palantir,Software Engineer New Grad - Defense,"Palo Alto, CA",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,,2mo,https://jobs.lever.co/palantir/f362d7aa-360d-4059-ab38-f482742693b3/apply?utm_source=Simplify&ref=Simplify
Palantir,Forward Deployed Software Engineer New Grad - Commercial,NYC,SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,,2mo,https://jobs.lever.co/palantir/2e6b0ac8-83e9-4be5-a3aa-cf319f751728/apply?utm_source=Simplify&ref=Simplify
Palantir,Software Engineer New Grad,"Denver, CO",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,,2mo,https://jobs.lever.co/palantir/c34b424e-caf2-455a-b104-ae1096ccca29/apply?utm_source=Simplify&ref=Simplify
Texas Sports Academy,Junior Software Engineer - AI-Forward,"Austin, TX",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,,2mo,https://apply.workable.com/texas-sports-academy-main/j/7CA2AC17A5/apply?utm_source=Simplify&ref=Simplify
Solerity,JavaScript Software Engineer 1 - TS/SCI with Poly,"Fort Meade, MD",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,,2mo,https://recruiting.paylocity.com/Recruiting/Jobs/Details/4272523?utm_source=Simplify&ref=Simplify
Palantir,Forward Deployed Software Engineer New Grad,NYC,SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,,2mo,https://jobs.lever.co/palantir/d1ac83d0-e923-42a5-8e6d-58dd0cab25ca/apply?utm_source=Simplify&ref=Simplify
RTX,Software Engineer 1 - Test Solutions,"Tucson, AZ",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,"$57,200 USD - $108,800 USD",4mo,https://globalhr.wd5.myworkdayjobs.com/fr-CA/Private_Posting_No_TMP/job/US-AZ-TUCSON-801--1151-E-Hermans-Rd--BLDG-801-External-Site/Software-Engineer-I----Test-Solutions---Onsite_01836492-1?utm_source=Simplify&ref=Simplify
Meyer Distributing,Junior Full Stack Developer,"Indianapolis, IN",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,,4mo,https://recruiting.paylocity.com/Recruiting/Jobs/Details/4121413?utm_source=Simplify&ref=Simplify
KBR,Junior Software Engineer,"Beavercreek, OH",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,"$80,000 - $100,000",4mo,https://kbr.wd5.myworkdayjobs.com/KBR_Careers/job/Beavercreek-Ohio/Junior-Software-Engineer_R2122294?utm_source=Simplify&ref=Simplify
Berkshire Hathaway Energy,Software Engineer 1 - Automation,"6 locations Salt Lake City, UTLas Vegas, NVDes Moines, IARichmond, VAReno, NVPortland, OR",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,,4mo,https://fa-essf-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/10004755?utm_source=Simplify&ref=Simplify
True Anomaly,Software Engineer 1 - Full Stack,"Long Beach, CADenver, CO",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,,5mo,https://job-boards.greenhouse.io/trueanomalyinc/jobs/5092069007?utm_source=Simplify&ref=Simplify
Wyetech,Software Engineer 1,"Halethorpe, MD",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,,5mo,https://jobs.lever.co/wyetechllc/63a3c4e8-35a8-45b7-8e93-b5bef6894fa7/apply?utm_source=Simplify&ref=Simplify
North Star Staffing Solutions,Software Engineer 1,"Cleveland, OH",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,,6mo,https://jobs.smartrecruiters.com/NorthStarStaffingSolutions1/81064849?utm_source=Simplify&ref=Simplify
NOV,Product Engineer 1,"Houston, TX",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,,6mo,https://egay.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_4001/job/39682?utm_source=Simplify&ref=Simplify
General Dynamics Information Technology,Junior Software Developer - Active TS/SCI with Poly Required,"Annapolis Junction, MD",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,"$85,000 - $115,000",7mo,https://gdit.wd5.myworkdayjobs.com/external_career_site/job/USA-MD-Annapolis-Junction/Junior-Software-Developer--Active-TS-SCI-with-Poly-Required-_RQ212931?utm_source=Simplify&ref=Simplify
Johns Hopkins Applied Physics Laboratory,Data Analyst New Grad - Engagement Optimization,"Laurel, MD","SimplifyJobs-Data Science, AI & Machine Learning New Grad Roles",Data Science/AI/ML,"$85,000 (Est.)",1d,https://careers.jhuapl.edu/jobs/59507?icims=1&utm_source=Simplify&ref=Simplify
Siemens,Junior Software Development Engineer,"Grand Prairie, TX","SimplifyJobs-Data Science, AI & Machine Learning New Grad Roles",Data Science/AI/ML,"$68,830 - $117,994",1d,https://siemens.avature.net/en_US/externaljobs/JobDetail/520535?utm_source=Simplify&ref=Simplify
Johns Hopkins Applied Physics Laboratory,Sensor Systems/Data Analytics New Grad,"Laurel, MD","SimplifyJobs-Data Science, AI & Machine Learning New Grad Roles",Data Science/AI/ML,"$85,000 (Est.)",1d,https://careers.jhuapl.edu/jobs/59770?icims=1&utm_source=Simplify&ref=Simplify
Marathon Petroleum,Operations Research Engineer 1,"Findlay, OH","SimplifyJobs-Data Science, AI & Machine Learning New Grad Roles",Data Science/AI/ML,,4d,https://mpc.wd1.myworkdayjobs.com/en-US/MPCCareers/job/Findlay-Ohio/Operations-Research-Engineer-1_00022581?utm_source=Simplify&ref=Simplify
Johns Hopkins Applied Physics Laboratory,Modeler and Data Analyst New Grad 🎓,"Laurel, MD","SimplifyJobs-Data Science, AI & Machine Learning New Grad Roles",Data Science/AI/ML,"$105,000 (Est.)",5d,https://careers.jhuapl.edu/jobs/59858?icims=1&utm_source=Simplify&ref=Simplify
Johns Hopkins Applied Physics Laboratory,Data Scientist/Engineer New Grad - Analytic Capabilities 🎓,"Laurel, MD","SimplifyJobs-Data Science, AI & Machine Learning New Grad Roles",Data Science/AI/ML,"$105,000 (Est.)",7d,https://careers.jhuapl.edu/jobs/59818?icims=1&utm_source=Simplify&ref=Simplify
True Anomaly,Data Science Software Engineer 1 New Grad - Data Science,"Long Beach, CADenver, CO","SimplifyJobs-Data Science, AI & Machine Learning New Grad Roles",Data Science/AI/ML,"$75,000 (Est.)",7d,https://job-boards.greenhouse.io/trueanomalyinc/jobs/5221560007?utm_source=Simplify&ref=Simplify
Johns Hopkins Applied Physics Laboratory,Software Engineering/ML/Data Scientist New Grad - Intelligence Systems 🎓,"Laurel, MD","SimplifyJobs-Data Science, AI & Machine Learning New Grad Roles",Data Science/AI/ML,"$105,000 (Est.)",7d,https://careers.jhuapl.edu/jobs/59654?icims=1&utm_source=Simplify&ref=Simplify
Johns Hopkins Applied Physics Laboratory,Computational Geospace Modeling Research Scientist New Grad 🎓,"Laurel, MD","SimplifyJobs-Data Science, AI & Machine Learning New Grad Roles",Data Science/AI/ML,"$105,000 (Est.)",8d,https://careers.jhuapl.edu/jobs/59791?icims=1&utm_source=Simplify&ref=Simplify
National Software Management,Entry Level Data Analyst / Business Analyst,"Jersey City, NJ","SimplifyJobs-Data Science, AI & Machine Learning New Grad Roles",Data Science/AI/ML,,12d,https://jobs.smartrecruiters.com/NationalSoftwareManagement1/744000144639269?utm_source=Simplify&ref=Simplify
Datalab USA,Production Programmer – Entry Level SQL Developer,"Germantown, MD","SimplifyJobs-Data Science, AI & Machine Learning New Grad Roles",Data Science/AI/ML,,13d,https://jobs.lever.co/datalabusa/dd9a80d9-a296-4ea9-a231-b68bf268e8ea/apply?utm_source=Simplify&ref=Simplify
Smarter Agent,Junior Data Engineer - Multiple Teams,"Collingswood, NJ","SimplifyJobs-Data Science, AI & Machine Learning New Grad Roles",Data Science/AI/ML,$65K - $85K,15d,https://jobs.smartrecruiters.com/SmarterAgent/743999706496509?utm_source=Simplify&ref=Simplify
Wavestone,Junior AI Engineer - AI &amp; Data Team,"Pittsburgh, PA","SimplifyJobs-Data Science, AI & Machine Learning New Grad Roles",Data Science/AI/ML,,18d,https://jobs.smartrecruiters.com/Wavestone1/744000143599414?utm_source=Simplify&ref=Simplify
Johns Hopkins Applied Physics Laboratory,Systems Engineer/Analyst New Grad - Multi-Mission Planning Development 🎓,"Laurel, MD","SimplifyJobs-Data Science, AI & Machine Learning New Grad Roles",Data Science/AI/ML,"$105,000 (Est.)",19d,https://careers.jhuapl.edu/jobs/58164?icims=1&utm_source=Simplify&ref=Simplify
LPL Financial Holdings,Data Engineering New Grad,"Austin, TXFort Mill, SCCharlotte, NC","SimplifyJobs-Data Science, AI & Machine Learning New Grad Roles",Data Science/AI/ML,$30.05-$50.05/hour,23d,https://lplfinancial.wd1.myworkdayjobs.com/university/job/Fort-MillCharlotte/New-Grad---2027---Data-Engineering_R-052493-1?utm_source=Simplify&ref=Simplify
ByteDance,Large Language Model Inference System Engineer New Grad - Applied Machine Learning,"San Jose, CA","SimplifyJobs-Data Science, AI & Machine Learning New Grad Roles",Data Science/AI/ML,$128000 - $256000,26d,https://jobs.bytedance.com/en/position/7667726338627356933/detail?utm_source=Simplify&ref=Simplify
University of Pennsylvania,Neuroimaging Data Analyst Junior,"Philadelphia, PA","SimplifyJobs-Data Science, AI & Machine Learning New Grad Roles",Data Science/AI/ML,$26.66 - $33.00,2mo,https://upenn.wd1.myworkdayjobs.com/careers-at-penn/job/Med-Sch-Richards-Building---5th-Floor/Neuroimaging-Data-Analyst-Junior_JR00121050-1?utm_source=Simplify&ref=Simplify
Amazon,Front End Engineer - IAM Console Team,"Seattle, WA",2027-SWE-College-Jobs,FAANG,$186k/yr,1d,https://www.amazon.jobs/jobs/10524274/apply
TikTok,Software Engineer Graduate - TikTok Search Data Infra - 2027 Start,"San Jose, CA",2027-SWE-College-Jobs,FAANG,$202k/yr,13d,https://lifeattiktok.com/search/7675829388634392837
Google,Security Engineer II - Hybrid Cloud Guidelines,"Seattle, WA +3",2027-SWE-College-Jobs,FAANG,$196k/yr,14d,https://www.google.com/about/careers/applications/jobs/results/101300536594047686
Roblox,Software Engineer - Foundation AI,"San Mateo, CA",2027-SWE-College-Jobs,FAANG,$150k/yr,15d,https://careers.roblox.com/jobs/8123004?gh_jid=8123004
TikTok,Software Engineer Graduate - Foundation Platform - 2027 Start,"San Jose, CA",2027-SWE-College-Jobs,FAANG,$202k/yr,19d,https://lifeattiktok.com/search/7673674252889246005
TikTok,Software Engineer Graduate - Media Engine - 2027 Start,"San Jose, CA",2027-SWE-College-Jobs,FAANG,$202k/yr,19d,https://lifeattiktok.com/search/7673667938889009461
TikTok,Backend Software Engineer Graduate - Creation Platform - 2027 Start,"San Jose, CA",2027-SWE-College-Jobs,FAANG,$202k/yr,19d,https://lifeattiktok.com/search/7673669198965278981
TikTok,Software Engineer Graduate - Video-on-Demand Algorithm - 2027 Start,"San Jose, CA",2027-SWE-College-Jobs,FAANG,$202k/yr,19d,https://lifeattiktok.com/search/7673674249270839557
TikTok,Software Engineer Graduate - Ads Infra - 2027 Start,"San Jose, CA",2027-SWE-College-Jobs,FAANG,$202k/yr,20d,https://lifeattiktok.com/search/7673409179353139461
TikTok,Software Engineer Graduate - Recommendation Infrastructure - 2027 Start,"San Jose, CA",2027-SWE-College-Jobs,FAANG,$202k/yr,20d,https://lifeattiktok.com/search/7673284715407886597
TikTok,Backend Engineer Graduate - TikTok Vertical Recommendation Architecture - 2027 Start,"San Jose, CA",2027-SWE-College-Jobs,FAANG,$202k/yr,22d,https://lifeattiktok.com/search/7672532801686571317
TikTok,Software Engineer Graduate - TikTok AI Search & Visual Search Infra Team - 2027 Start,"San Jose, CA",2027-SWE-College-Jobs,FAANG,$202k/yr,22d,https://lifeattiktok.com/search/7672517471946000645
TikTok,Software Engineer Graduate - Recommendation Architecture - Feeds Infrastructure - 2027 Start,"Seattle, WA",2027-SWE-College-Jobs,FAANG,$202k/yr,22d,https://lifeattiktok.com/search/7672530785573980421
TikTok,Site Reliability Engineer - Multiple Positions,"San Jose, CA",2027-SWE-College-Jobs,FAANG,$202k/yr,22d,https://lifeattiktok.com/search/7672559124790102277
Amazon,Software Development Engineer - Android,"Cambridge, MA",2027-SWE-College-Jobs,FAANG,$186k/yr,28d,https://www.amazon.jobs/jobs/10501178/apply
TikTok,Software Engineer Graduate - Foundation Platform - 2027 Start,"San Jose, CA",2027-SWE-College-Jobs,FAANG,$202k/yr,28d,https://lifeattiktok.com/search/7670276769459456309
TikTok,Software Engineer Graduate - Video-on-Demand Algorithm - 2027 Start,"San Jose, CA",2027-SWE-College-Jobs,FAANG,$202k/yr,28d,https://lifeattiktok.com/search/7670282906426476853
TikTok,Backend Software Engineer Graduate - Creation Platform - 2027 Start,"San Jose, CA",2027-SWE-College-Jobs,FAANG,$202k/yr,28d,https://lifeattiktok.com/search/7670292836050422021
TikTok,Software Engineer Graduate - Media Engine - 2027 Start,"San Jose, CA",2027-SWE-College-Jobs,FAANG,$202k/yr,28d,https://lifeattiktok.com/search/7670367152357673221
